#\*l [nm]	Flux [mW/m\sp2\ep/nm]
  559.03  3.65864e-14
  559.05  4.34667e-14
  559.06  4.63280e-14
  559.08  4.61550e-14
  559.09  4.79246e-14
  559.11  5.22919e-14
  559.12  5.39376e-14
  559.14  5.52904e-14
  559.15  4.49761e-14
  559.17  4.72435e-14
  559.18  5.02471e-14
  559.20  4.36069e-14
  559.21  4.31381e-14
  559.23  4.60609e-14
  559.24  4.62568e-14
  559.26  4.60950e-14
  559.27  4.67518e-14
  559.29  4.99132e-14
  559.30  4.86846e-14
  559.32  5.60694e-14
  559.33  5.04103e-14
  559.35  5.04433e-14
  559.36  5.20377e-14
  559.38  4.87983e-14
  559.39  4.68148e-14
  559.41  3.86781e-14
  559.42  4.02477e-14
  559.44  3.68817e-14
  559.45  3.29212e-14
  559.47  3.19258e-14
  559.48  3.62011e-14
  559.50  3.92754e-14
  559.51  4.77414e-14
  559.53  4.87114e-14
  559.54  5.01653e-14
  559.56  4.75864e-14
  559.57  5.19665e-14
  559.59  4.80299e-14
  559.60  4.93092e-14
  559.62  4.87067e-14
  559.63  5.10651e-14
  559.65  4.95868e-14
  559.66  5.04724e-14
  559.68  5.10283e-14
  559.69  4.76667e-14
  559.71  4.75465e-14
  559.72  4.70731e-14
  559.74  4.83319e-14
  559.75  4.18176e-14
  559.77  3.86813e-14
  559.78  3.65806e-14
  559.80  3.15615e-14
  559.81  3.01453e-14
  559.83  2.51550e-14
  559.84  2.67844e-14
  559.86  2.73975e-14
  559.87  3.22011e-14
  559.89  3.39824e-14
  559.90  3.77724e-14
  559.92  3.93146e-14
  559.93  4.36918e-14
  559.95  4.22353e-14
  559.96  4.20983e-14
  559.98  3.76112e-14
  559.99  3.97047e-14
  560.01  4.27434e-14
  560.02  4.16558e-14
  560.04  3.96166e-14
  560.05  4.35160e-14
  560.07  4.20376e-14
  560.08  4.33415e-14
  560.10  4.30737e-14
  560.11  3.31432e-14
  560.13  3.63270e-14
  560.14  3.57630e-14
  560.16  4.07928e-14
  560.17  3.80046e-14
  560.19  4.30232e-14
  560.20  4.40184e-14
  560.22  4.72517e-14
  560.23  4.62794e-14
  560.25  3.89314e-14
  560.26  3.49168e-14
  560.28  3.56713e-14
  560.29  3.71147e-14
  560.31  3.54776e-14
  560.32  3.83581e-14
  560.34  4.32767e-14
  560.35  4.28684e-14
  560.37  4.50308e-14
